user,year,month,input,flow
dulles,2013,MARCH,DULLES   -  S -14,2.04
dulles,2013,APRIL,DULLES   -  S -14,1.45
dulles,2013,MAY,DULLES   -  S -14,1.49
dulles,2013,JUNE,DULLES   -  S -14,2.08
dulles,2013,JULY,DULLES   -  S -14,2.44
dulles,2013,AUGUST,DULLES   -  S -14,1.67
dulles,2013,SEPTEMBER,DULLES   -  S -14,1.09
dulles,2013,OCTOBER,DULLES   -  S -14,2.44
dulles,2013,NOVEMBER,DULLES   -  S -14,1.31
dulles,2013,DECEMBER,DULLES   -  S -14,3.81
dulles,2014,JANUARY,DULLES   -  S -14,1.89
dulles,2014,FEBRUARY,DULLES   -  S -14,3.08
dulles,2014,MARCH,DULLES   -  S -14,2.27
dulles,2014,APRIL,DULLES   -  S -14,2.00
dulles,2014,MAY,DULLES   -  S -14,0.99
dulles,2014,JUNE,DULLES   -  S -14,2.17
dulles,2014,JULY,DULLES   -  S -14,1.53
dulles,2014,AUGUST,DULLES   -  S -14,1.40
dulles,2014,SEPTEMBER,DULLES   -  S -14,1.38
dulles,2014,OCTOBER,DULLES   -  S -14,1.82
dulles,2014,NOVEMBER,DULLES   -  S -14,1.79
dulles,2014,DECEMBER,DULLES   -  S -14,2.62
dulles,2015,JANUARY,DULLES   -  S -14,1.91
dulles,2015,FEBRUARY,DULLES   -  S -14,2.03
dulles,2015,MARCH,DULLES   -  S -14,2.00
dulles,2015,APRIL,DULLES   -  S -14,1.05
dulles,2015,MAY,DULLES   -  S -14,0.72
dulles,2015,JUNE,DULLES   -  S -14,2.52
dulles,2015,JULY,DULLES   -  S -14,1.98
dulles,2015,AUGUST,DULLES   -  S -14,2.00
dulles,2015,SEPTEMBER,DULLES   -  S -14,3.44
dulles,2015,OCTOBER,DULLES   -  S -14,2.64
dulles,2015,NOVEMBER,DULLES   -  S -14,3.25
dulles,2015,DECEMBER,DULLES   -  S -14,5.11
dulles,2016,JANUARY,DULLES   -  S -14,3.32
dulles,2016,FEBRUARY,DULLES   -  S -14,3.29
dulles,2016,MARCH,DULLES   -  S -14,1.71
dulles,2016,APRIL,DULLES   -  S -14,1.01
dulles,2016,MAY,DULLES   -  S -14,1.86
dulles,2016,JUNE,DULLES   -  S -14,1.48
dulles,2016,JULY,DULLES   -  S -14,1.46
dulles,2016,AUGUST,DULLES   -  S -14,1.26
dulles,2016,SEPTEMBER,DULLES   -  S -14,1.55
dulles,2016,OCTOBER,DULLES   -  S -14,1.60
dulles,2016,NOVEMBER,DULLES   -  S -14,1.88
dulles,2016,DECEMBER,DULLES   -  S -14,2.39
dulles,2017,JANUARY,DULLES   -  S -14,2.35
dulles,2017,FEBRUARY,DULLES   -  S -14,1.05
dulles,2017,MARCH,DULLES   -  S -14,2.20
dulles,2017,APRIL,DULLES   -  S -14,1.38
dulles,2017,MAY,DULLES   -  S -14,2.32
dulles,2017,JUNE,DULLES   -  S -14,1.49
dulles,2017,JULY,DULLES   -  S -14,2.27
dulles,2017,AUGUST,DULLES   -  S -14,2.28
dulles,2017,SEPTEMBER,DULLES   -  S -14,1.20
dulles,2017,OCTOBER,DULLES   -  S -14,1.38
dulles,2017,NOVEMBER,DULLES   -  S -14,2.39
dulles,2017,DECEMBER,DULLES   -  S -14,1.29
dulles,2018,JANUARY,DULLES   -  S -14,1.65
dulles,2018,FEBRUARY,DULLES   -  S -14,2.79
dulles,2018,MARCH,DULLES   -  S -14,1.49
dulles,2018,APRIL,DULLES   -  S -14,2.44
dulles,2018,MAY,DULLES   -  S -14,2.76
dulles,2018,JUNE,DULLES   -  S -14,2.05
dulles,2018,JULY,DULLES   -  S -14,2.43
dulles,2018,AUGUST,DULLES   -  S -14,1.68
dulles,2018,SEPTEMBER,DULLES   -  S -14,1.91
dulles,2018,OCTOBER,DULLES   -  S -14,2.59
dulles,2018,NOVEMBER,DULLES   -  S -14,3.00
dulles,2018,DECEMBER,DULLES   -  S -14,2.24
dulles,2019,JANUARY,DULLES   -  S -14,2.15
dulles,2019,FEBRUARY,DULLES   -  S -14,1.40
dulles,2019,MARCH,DULLES   -  S -14,1.67
dulles,2019,APRIL,DULLES   -  S -14,1.32
dulles,2019,MAY,DULLES   -  S -14,1.57
dulles,2019,JUNE,DULLES   -  S -14,1.58
dulles,2019,JULY,DULLES   -  S -14,0.99
dulles,2019,AUGUST,DULLES   -  S -14,1.13
dulles,2019,SEPTEMBER,DULLES   -  S -14,0.82
dulles,2019,OCTOBER,DULLES   -  S -14,1.23
dulles,2019,NOVEMBER,DULLES   -  S -14,1.28
dulles,2019,DECEMBER,DULLES   -  S -14,2.12
dulles,2020,JANUARY,DULLES   -  S -14,1.80
dulles,2020,FEBRUARY,DULLES   -  S -14,1.19
dulles,2020,MARCH,DULLES   -  S -14,1.04
dulles,2020,APRIL,DULLES   -  S -14,1.23
dulles,2020,MAY,DULLES   -  S -14,1.28
dulles,2020,JUNE,DULLES   -  S -14,1.37
dulles,2020,JULY,DULLES   -  S -14,0.92
dulles,2020,AUGUST,DULLES   -  S -14,1.74
dulles,2020,SEPTEMBER,DULLES   -  S -14,1.11
dulles,2020,OCTOBER,DULLES   -  S -14,1.02
dulles,2020,NOVEMBER,DULLES   -  S -14,1.65
dulles,2020,DECEMBER,DULLES   -  S -14,2.50
dulles,2021,JANUARY,DULLES   -  S -14,1.36
dulles,2021,FEBRUARY,DULLES   -  S -14,1.70
dulles,2021,MARCH,DULLES   -  S -14,1.81
dulles,2021,APRIL,DULLES   -  S -14,1.39
dulles,2021,MAY,DULLES   -  S -14,1.18
dulles,2021,JUNE,DULLES   -  S -14,2.02
dulles,2021,JULY,DULLES   -  S -14,1.11
dulles,2021,AUGUST,DULLES   -  S -14,1.77
dulles,2021,SEPTEMBER,DULLES   -  S -14,1.81
dulles,2021,OCTOBER,DULLES   -  S -14,1.77
dulles,2021,NOVEMBER,DULLES   -  S -14,1.88
dulles,2021,DECEMBER,DULLES   -  S -14,0.98
dulles,2022,JANUARY,DULLES   -  S -14,2.64
dulles,2022,FEBRUARY,DULLES   -  S -14,1.54
dulles,2022,MARCH,DULLES   -  S -14,1.48
dulles,2022,APRIL,DULLES   -  S -14,1.74
dulles,2022,MAY,DULLES   -  S -14,2.65
dulles,2022,JUNE,DULLES   -  S -14,1.47
dulles,2022,JULY,DULLES   -  S -14,0.98
dulles,2022,AUGUST,DULLES   -  S -14,1.27
dulles,2022,SEPTEMBER,DULLES   -  S -14,1.09
dulles,2022,OCTOBER,DULLES   -  S -14,1.28
dulles,2022,NOVEMBER,DULLES   -  S -14,0.77
dulles,2022,DECEMBER,DULLES   -  S -14,1.41
dulles,2023,JANUARY,DULLES   -  S -14,1.67
dulles,2023,FEBRUARY,DULLES   -  S -14,1.36
dulles,2023,MARCH,DULLES   -  S -14,1.03
dulles,2023,APRIL,DULLES   -  S -14,0.87
dulles,2023,MAY,DULLES   -  S -14,1.45
dulles,2023,JUNE,DULLES   -  S -14,0.64
dulles,2023,JULY,DULLES   -  S -14,2.00
dulles,2023,AUGUST,DULLES   -  S -14,1.04
dulles,2023,SEPTEMBER,DULLES   -  S -14,1.18
