user,year,month,input,flow
vienna,2015,FEBRUARY,CREEK CROSSING,2.93
vienna,2015,MARCH,CREEK CROSSING,5.53
vienna,2015,APRIL,CREEK CROSSING,5.79
vienna,2015,MAY,CREEK CROSSING,4.44
vienna,2015,JUNE,CREEK CROSSING,6.50
vienna,2015,JULY,CREEK CROSSING,6.60
vienna,2015,AUGUST,CREEK CROSSING,3.67
vienna,2015,SEPTEMBER,CREEK CROSSING,1.10
vienna,2015,OCTOBER,CREEK CROSSING,1.19
vienna,2015,NOVEMBER,CREEK CROSSING,7.73
vienna,2015,DECEMBER,CREEK CROSSING,10.01
vienna,2016,JANUARY,CREEK CROSSING,11.08
vienna,2016,FEBRUARY,CREEK CROSSING,14.90
vienna,2016,MARCH,CREEK CROSSING,15.84
vienna,2016,APRIL,CREEK CROSSING,13.89
vienna,2016,MAY,CREEK CROSSING,14.83
vienna,2016,JUNE,CREEK CROSSING,14.65
vienna,2016,JULY,CREEK CROSSING,14.02
vienna,2016,AUGUST,CREEK CROSSING,13.24
vienna,2016,SEPTEMBER,CREEK CROSSING,12.35
vienna,2016,OCTOBER,CREEK CROSSING,22.87
vienna,2016,NOVEMBER,CREEK CROSSING,29.51
vienna,2016,DECEMBER,CREEK CROSSING,5.55
vienna,2017,JANUARY,CREEK CROSSING,7.79
vienna,2017,FEBRUARY,CREEK CROSSING,14.99
vienna,2017,MARCH,CREEK CROSSING,17.58
vienna,2017,APRIL,CREEK CROSSING,18.12
vienna,2017,MAY,CREEK CROSSING,19.44
vienna,2017,JUNE,CREEK CROSSING,16.41
vienna,2017,JULY,CREEK CROSSING,16.41
vienna,2017,AUGUST,CREEK CROSSING,16.58
vienna,2017,SEPTEMBER,CREEK CROSSING,15.60
vienna,2017,OCTOBER,CREEK CROSSING,15.39
vienna,2017,NOVEMBER,CREEK CROSSING,15.40
vienna,2017,DECEMBER,CREEK CROSSING,15.12
vienna,2018,JANUARY,CREEK CROSSING,15.33
vienna,2018,FEBRUARY,CREEK CROSSING,16.65
vienna,2018,MARCH,CREEK CROSSING,17.72
vienna,2018,APRIL,CREEK CROSSING,18.53
vienna,2018,MAY,CREEK CROSSING,20.49
vienna,2018,JUNE,CREEK CROSSING,18.21
vienna,2018,JULY,CREEK CROSSING,13.67
vienna,2018,AUGUST,CREEK CROSSING,6.25
vienna,2018,SEPTEMBER,CREEK CROSSING,7.26
vienna,2018,OCTOBER,CREEK CROSSING,6.45
vienna,2018,NOVEMBER,CREEK CROSSING,9.74
vienna,2018,DECEMBER,CREEK CROSSING,9.52
vienna,2019,JANUARY,CREEK CROSSING,9.84
vienna,2019,FEBRUARY,CREEK CROSSING,9.60
vienna,2019,MARCH,CREEK CROSSING,12.37
vienna,2019,APRIL,CREEK CROSSING,7.37
vienna,2019,MAY,CREEK CROSSING,9.58
vienna,2019,JUNE,CREEK CROSSING,6.72
vienna,2019,JULY,CREEK CROSSING,7.24
vienna,2019,AUGUST,CREEK CROSSING,5.44
vienna,2019,SEPTEMBER,CREEK CROSSING,5.22
vienna,2019,OCTOBER,CREEK CROSSING,6.00
vienna,2019,NOVEMBER,CREEK CROSSING,4.38
vienna,2019,DECEMBER,CREEK CROSSING,5.27
vienna,2020,JANUARY,CREEK CROSSING,5.45
vienna,2020,FEBRUARY,CREEK CROSSING,5.34
vienna,2020,MARCH,CREEK CROSSING,5.27
vienna,2020,APRIL,CREEK CROSSING,5.39
vienna,2020,MAY,CREEK CROSSING,5.47
vienna,2020,JUNE,CREEK CROSSING,3.84
vienna,2020,JULY,CREEK CROSSING,2.57
vienna,2020,AUGUST,CREEK CROSSING,3.16
vienna,2020,SEPTEMBER,CREEK CROSSING,13.25
vienna,2020,OCTOBER,CREEK CROSSING,13.36
vienna,2020,NOVEMBER,CREEK CROSSING,14.63
vienna,2020,DECEMBER,CREEK CROSSING,16.37
vienna,2021,JANUARY,CREEK CROSSING,15.83
vienna,2021,FEBRUARY,CREEK CROSSING,15.99
vienna,2021,MARCH,CREEK CROSSING,17.42
vienna,2021,APRIL,CREEK CROSSING,16.86
vienna,2021,MAY,CREEK CROSSING,15.13
vienna,2021,JUNE,CREEK CROSSING,14.19
vienna,2021,JULY,CREEK CROSSING,13.18
vienna,2021,AUGUST,CREEK CROSSING,12.95
vienna,2021,SEPTEMBER,CREEK CROSSING,13.92
vienna,2021,OCTOBER,CREEK CROSSING,12.79
vienna,2021,NOVEMBER,CREEK CROSSING,13.42
vienna,2021,DECEMBER,CREEK CROSSING,13.70
vienna,2022,JANUARY,CREEK CROSSING,16.09
vienna,2022,FEBRUARY,CREEK CROSSING,15.20
vienna,2022,MARCH,CREEK CROSSING,16.73
vienna,2022,APRIL,CREEK CROSSING,16.94
vienna,2022,MAY,CREEK CROSSING,18.93
vienna,2022,JUNE,CREEK CROSSING,15.91
vienna,2022,JULY,CREEK CROSSING,14.70
vienna,2022,AUGUST,CREEK CROSSING,14.46
vienna,2022,SEPTEMBER,CREEK CROSSING,12.52
vienna,2022,OCTOBER,CREEK CROSSING,13.04
vienna,2022,NOVEMBER,CREEK CROSSING,12.88
vienna,2022,DECEMBER,CREEK CROSSING,15.16
vienna,2023,JANUARY,CREEK CROSSING,13.90
vienna,2023,FEBRUARY,CREEK CROSSING,12.97
vienna,2023,MARCH,CREEK CROSSING,13.91
vienna,2023,APRIL,CREEK CROSSING,12.85
vienna,2023,MAY,CREEK CROSSING,13.35
vienna,2023,JUNE,CREEK CROSSING,11.39
vienna,2023,JULY,CREEK CROSSING,11.52
vienna,2023,AUGUST,CREEK CROSSING,12.24
vienna,2023,SEPTEMBER,CREEK CROSSING,12.17
vienna,,,CREEK CROSSING,
vienna,,,CREEK CROSSING,
vienna,,,CREEK CROSSING,
vienna,2018,OCTOBER,CREEK CROSSING,19.22
vienna,2018,NOVEMBER,CREEK CROSSING,9.74
vienna,2018,DECEMBER,CREEK CROSSING,9.52
vienna,1997,OCTOBER,UNMETERED - VIENNA,3.44
vienna,1997,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,1997,DECEMBER,UNMETERED - VIENNA,3.44
vienna,1998,JANUARY,UNMETERED - VIENNA,3.44
vienna,1998,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,1998,MARCH,UNMETERED - VIENNA,3.44
vienna,1998,APRIL,UNMETERED - VIENNA,3.33
vienna,1998,MAY,UNMETERED - VIENNA,3.44
vienna,1998,JUNE,UNMETERED - VIENNA,3.33
vienna,1998,JULY,UNMETERED - VIENNA,3.44
vienna,1998,AUGUST,UNMETERED - VIENNA,3.44
vienna,1998,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,1998,OCTOBER,UNMETERED - VIENNA,3.44
vienna,1998,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,1998,DECEMBER,UNMETERED - VIENNA,3.44
vienna,1999,JANUARY,UNMETERED - VIENNA,3.44
vienna,1999,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,1999,MARCH,UNMETERED - VIENNA,3.44
vienna,1999,APRIL,UNMETERED - VIENNA,3.33
vienna,1999,MAY,UNMETERED - VIENNA,3.44
vienna,1999,JUNE,UNMETERED - VIENNA,3.33
vienna,1999,JULY,UNMETERED - VIENNA,3.44
vienna,1999,AUGUST,UNMETERED - VIENNA,3.44
vienna,1999,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,1999,OCTOBER,UNMETERED - VIENNA,3.44
vienna,1999,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,1999,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2000,JANUARY,UNMETERED - VIENNA,3.44
vienna,2000,FEBRUARY,UNMETERED - VIENNA,3.22
vienna,2000,MARCH,UNMETERED - VIENNA,3.44
vienna,2000,APRIL,UNMETERED - VIENNA,3.33
vienna,2000,MAY,UNMETERED - VIENNA,3.44
vienna,2000,JUNE,UNMETERED - VIENNA,3.33
vienna,2000,JULY,UNMETERED - VIENNA,3.44
vienna,2000,AUGUST,UNMETERED - VIENNA,3.44
vienna,2000,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2000,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2000,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2000,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2001,JANUARY,UNMETERED - VIENNA,3.44
vienna,2001,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2001,MARCH,UNMETERED - VIENNA,3.44
vienna,2001,APRIL,UNMETERED - VIENNA,3.33
vienna,2001,MAY,UNMETERED - VIENNA,3.44
vienna,2001,JUNE,UNMETERED - VIENNA,3.33
vienna,2001,JULY,UNMETERED - VIENNA,3.44
vienna,2001,AUGUST,UNMETERED - VIENNA,3.44
vienna,2001,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2001,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2001,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2001,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2002,JANUARY,UNMETERED - VIENNA,3.44
vienna,2002,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2002,MARCH,UNMETERED - VIENNA,3.44
vienna,2002,APRIL,UNMETERED - VIENNA,3.33
vienna,2002,MAY,UNMETERED - VIENNA,3.44
vienna,2002,JUNE,UNMETERED - VIENNA,3.33
vienna,2002,JULY,UNMETERED - VIENNA,3.44
vienna,2002,AUGUST,UNMETERED - VIENNA,3.44
vienna,2002,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2002,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2002,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2002,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2003,JANUARY,UNMETERED - VIENNA,3.44
vienna,2003,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2003,MARCH,UNMETERED - VIENNA,3.44
vienna,2003,APRIL,UNMETERED - VIENNA,3.33
vienna,2003,MAY,UNMETERED - VIENNA,3.44
vienna,2003,JUNE,UNMETERED - VIENNA,3.33
vienna,2003,JULY,UNMETERED - VIENNA,3.44
vienna,2003,AUGUST,UNMETERED - VIENNA,3.44
vienna,2003,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2003,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2003,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2003,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2004,JANUARY,UNMETERED - VIENNA,3.44
vienna,2004,FEBRUARY,UNMETERED - VIENNA,3.22
vienna,2004,MARCH,UNMETERED - VIENNA,3.44
vienna,2004,APRIL,UNMETERED - VIENNA,3.33
vienna,2004,MAY,UNMETERED - VIENNA,3.44
vienna,2004,JUNE,UNMETERED - VIENNA,3.33
vienna,2004,JULY,UNMETERED - VIENNA,3.44
vienna,2004,AUGUST,UNMETERED - VIENNA,3.44
vienna,2004,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2004,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2004,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2004,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2005,JANUARY,UNMETERED - VIENNA,3.44
vienna,2005,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2005,MARCH,UNMETERED - VIENNA,3.44
vienna,2005,APRIL,UNMETERED - VIENNA,3.33
vienna,2005,MAY,UNMETERED - VIENNA,3.44
vienna,2005,JUNE,UNMETERED - VIENNA,3.33
vienna,2005,JULY,UNMETERED - VIENNA,3.44
vienna,2005,AUGUST,UNMETERED - VIENNA,3.44
vienna,2005,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2005,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2005,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2005,DECEMBER,UNMETERED - VIENNA,3.33
vienna,2006,JANUARY,UNMETERED - VIENNA,3.44
vienna,2006,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2006,MARCH,UNMETERED - VIENNA,3.44
vienna,2006,APRIL,UNMETERED - VIENNA,3.33
vienna,2006,MAY,UNMETERED - VIENNA,3.44
vienna,2006,JUNE,UNMETERED - VIENNA,3.33
vienna,2006,JULY,UNMETERED - VIENNA,3.44
vienna,2006,AUGUST,UNMETERED - VIENNA,3.44
vienna,2006,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2006,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2006,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2006,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2007,JANUARY,UNMETERED - VIENNA,3.44
vienna,2007,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2007,MARCH,UNMETERED - VIENNA,3.44
vienna,2007,APRIL,UNMETERED - VIENNA,3.33
vienna,2007,MAY,UNMETERED - VIENNA,3.44
vienna,2007,JUNE,UNMETERED - VIENNA,3.33
vienna,2007,JULY,UNMETERED - VIENNA,3.44
vienna,2007,AUGUST,UNMETERED - VIENNA,3.44
vienna,2007,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2007,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2007,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2007,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2008,JANUARY,UNMETERED - VIENNA,3.44
vienna,2008,FEBRUARY,UNMETERED - VIENNA,3.22
vienna,2008,MARCH,UNMETERED - VIENNA,3.44
vienna,2008,APRIL,UNMETERED - VIENNA,3.33
vienna,2008,MAY,UNMETERED - VIENNA,3.44
vienna,2008,JUNE,UNMETERED - VIENNA,3.33
vienna,2008,JULY,UNMETERED - VIENNA,3.44
vienna,2008,AUGUST,UNMETERED - VIENNA,3.44
vienna,2008,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2008,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2008,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2008,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2009,JANUARY,UNMETERED - VIENNA,3.44
vienna,2009,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2009,MARCH,UNMETERED - VIENNA,3.33
vienna,2009,APRIL,UNMETERED - VIENNA,3.33
vienna,2009,MAY,UNMETERED - VIENNA,3.44
vienna,2009,JUNE,UNMETERED - VIENNA,3.33
vienna,2009,JULY,UNMETERED - VIENNA,3.44
vienna,2009,AUGUST,UNMETERED - VIENNA,3.44
vienna,2009,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2009,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2009,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2009,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2010,JANUARY,UNMETERED - VIENNA,3.44
vienna,2010,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2010,MARCH,UNMETERED - VIENNA,3.44
vienna,2010,APRIL,UNMETERED - VIENNA,3.33
vienna,2010,MAY,UNMETERED - VIENNA,3.44
vienna,2010,JUNE,UNMETERED - VIENNA,3.33
vienna,2010,JULY,UNMETERED - VIENNA,3.44
vienna,2010,AUGUST,UNMETERED - VIENNA,3.44
vienna,2010,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2010,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2010,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2010,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2011,JANUARY,UNMETERED - VIENNA,3.44
vienna,2011,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2011,MARCH,UNMETERED - VIENNA,3.44
vienna,2011,APRIL,UNMETERED - VIENNA,3.33
vienna,2011,MAY,UNMETERED - VIENNA,3.44
vienna,2011,JUNE,UNMETERED - VIENNA,3.33
vienna,2011,JULY,UNMETERED - VIENNA,3.44
vienna,2011,AUGUST,UNMETERED - VIENNA,3.44
vienna,2011,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2011,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2011,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2011,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2012,JANUARY,UNMETERED - VIENNA,3.44
vienna,2012,FEBRUARY,UNMETERED - VIENNA,3.22
vienna,2012,MARCH,UNMETERED - VIENNA,3.44
vienna,2012,APRIL,UNMETERED - VIENNA,3.33
vienna,2012,MAY,UNMETERED - VIENNA,3.44
vienna,2012,JUNE,UNMETERED - VIENNA,3.33
vienna,2012,JULY,UNMETERED - VIENNA,3.44
vienna,2012,AUGUST,UNMETERED - VIENNA,3.44
vienna,2012,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2012,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2012,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2012,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2013,JANUARY,UNMETERED - VIENNA,3.44
vienna,2013,FEBRUARY,UNMETERED - VIENNA,3.44
vienna,2013,MARCH,UNMETERED - VIENNA,3.44
vienna,2013,APRIL,UNMETERED - VIENNA,3.33
vienna,2013,MAY,UNMETERED - VIENNA,3.44
vienna,2013,JUNE,UNMETERED - VIENNA,3.33
vienna,2013,JULY,UNMETERED - VIENNA,3.44
vienna,2013,AUGUST,UNMETERED - VIENNA,3.44
vienna,2013,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2013,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2013,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2013,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2014,JANUARY,UNMETERED - VIENNA,3.44
vienna,2014,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2014,MARCH,UNMETERED - VIENNA,3.44
vienna,2014,APRIL,UNMETERED - VIENNA,3.33
vienna,2014,MAY,UNMETERED - VIENNA,3.44
vienna,2014,JUNE,UNMETERED - VIENNA,3.33
vienna,2014,JULY,UNMETERED - VIENNA,3.44
vienna,2014,AUGUST,UNMETERED - VIENNA,3.44
vienna,2014,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2014,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2014,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2014,DECEMBER,UNMETERED - VIENNA,3.33
vienna,2015,JANUARY,UNMETERED - VIENNA,3.44
vienna,2015,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2015,MARCH,UNMETERED - VIENNA,3.44
vienna,2015,APRIL,UNMETERED - VIENNA,3.33
vienna,2015,MAY,UNMETERED - VIENNA,3.44
vienna,2015,JUNE,UNMETERED - VIENNA,3.33
vienna,2015,JULY,UNMETERED - VIENNA,3.44
vienna,2015,AUGUST,UNMETERED - VIENNA,3.44
vienna,2015,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2015,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2015,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2015,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2016,JANUARY,UNMETERED - VIENNA,3.44
vienna,2016,FEBRUARY,UNMETERED - VIENNA,3.22
vienna,2016,MARCH,UNMETERED - VIENNA,3.44
vienna,2016,APRIL,UNMETERED - VIENNA,3.33
vienna,2016,MAY,UNMETERED - VIENNA,3.44
vienna,2016,JUNE,UNMETERED - VIENNA,3.33
vienna,2016,JULY,UNMETERED - VIENNA,3.44
vienna,2016,AUGUST,UNMETERED - VIENNA,3.44
vienna,2016,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2016,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2016,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2016,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2017,JANUARY,UNMETERED - VIENNA,3.44
vienna,2017,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2017,MARCH,UNMETERED - VIENNA,3.44
vienna,2017,APRIL,UNMETERED - VIENNA,3.33
vienna,2017,MAY,UNMETERED - VIENNA,3.44
vienna,2017,JUNE,UNMETERED - VIENNA,3.33
vienna,2017,JULY,UNMETERED - VIENNA,3.44
vienna,2017,AUGUST,UNMETERED - VIENNA,3.44
vienna,2017,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2017,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2017,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2017,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2018,JANUARY,UNMETERED - VIENNA,3.44
vienna,2018,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2018,MARCH,UNMETERED - VIENNA,3.44
vienna,2018,APRIL,UNMETERED - VIENNA,3.33
vienna,2018,MAY,UNMETERED - VIENNA,3.44
vienna,2018,JUNE,UNMETERED - VIENNA,3.33
vienna,2018,JULY,UNMETERED - VIENNA,3.44
vienna,2018,AUGUST,UNMETERED - VIENNA,3.44
vienna,2018,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2018,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2018,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2018,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2019,JANUARY,UNMETERED - VIENNA,3.44
vienna,2019,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2019,MARCH,UNMETERED - VIENNA,3.44
vienna,2019,APRIL,UNMETERED - VIENNA,3.33
vienna,2019,MAY,UNMETERED - VIENNA,3.44
vienna,2019,JUNE,UNMETERED - VIENNA,3.33
vienna,2019,JULY,UNMETERED - VIENNA,3.44
vienna,2019,AUGUST,UNMETERED - VIENNA,3.44
vienna,2019,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2019,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2019,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2019,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2020,JANUARY,UNMETERED - VIENNA,3.44
vienna,2020,FEBRUARY,UNMETERED - VIENNA,3.22
vienna,2020,MARCH,UNMETERED - VIENNA,3.44
vienna,2020,APRIL,UNMETERED - VIENNA,3.44
vienna,2020,MAY,UNMETERED - VIENNA,3.44
vienna,2020,JUNE,UNMETERED - VIENNA,3.33
vienna,2020,JULY,UNMETERED - VIENNA,3.44
vienna,2020,AUGUST,UNMETERED - VIENNA,3.44
vienna,2020,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2020,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2020,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2020,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2021,JANUARY,UNMETERED - VIENNA,3.44
vienna,2021,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2021,MARCH,UNMETERED - VIENNA,3.44
vienna,2021,APRIL,UNMETERED - VIENNA,3.33
vienna,2021,MAY,UNMETERED - VIENNA,3.44
vienna,2021,JUNE,UNMETERED - VIENNA,3.33
vienna,2021,JULY,UNMETERED - VIENNA,3.44
vienna,2021,AUGUST,UNMETERED - VIENNA,3.44
vienna,2021,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2021,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2021,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2021,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2022,JANUARY,UNMETERED - VIENNA,3.44
vienna,2022,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2022,MARCH,UNMETERED - VIENNA,3.44
vienna,2022,APRIL,UNMETERED - VIENNA,3.33
vienna,2022,MAY,UNMETERED - VIENNA,3.44
vienna,2022,JUNE,UNMETERED - VIENNA,3.33
vienna,2022,JULY,UNMETERED - VIENNA,3.44
vienna,2022,AUGUST,UNMETERED - VIENNA,3.44
vienna,2022,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,2022,OCTOBER,UNMETERED - VIENNA,3.44
vienna,2022,NOVEMBER,UNMETERED - VIENNA,3.33
vienna,2022,DECEMBER,UNMETERED - VIENNA,3.44
vienna,2023,JANUARY,UNMETERED - VIENNA,3.44
vienna,2023,FEBRUARY,UNMETERED - VIENNA,3.11
vienna,2023,MARCH,UNMETERED - VIENNA,3.44
vienna,2023,APRIL,UNMETERED - VIENNA,3.33
vienna,2023,MAY,UNMETERED - VIENNA,3.44
vienna,2023,JUNE,UNMETERED - VIENNA,3.33
vienna,2023,JULY,UNMETERED - VIENNA,3.44
vienna,2023,AUGUST,UNMETERED - VIENNA,3.44
vienna,2023,SEPTEMBER,UNMETERED - VIENNA,3.33
vienna,,,UNMETERED - VIENNA,
vienna,,,UNMETERED - VIENNA,
vienna,,,UNMETERED - VIENNA,
vienna,2018,OCTOBER,UNMETERED - VIENNA,
vienna,2018,NOVEMBER,UNMETERED - VIENNA,
vienna,2018,DECEMBER,UNMETERED - VIENNA,
