38.91975922,-77.10135892
38.95024374,-77.12665776
38.97282086,-77.17677488
38.98173645,-77.2262457
39.03580327,-77.28287171
39.05484493,-77.37500199
39.037472,-77.4335
38.94035224,-77.12175408
38.94543153,-77.12378731
38.95029063,-77.12708096
38.95448667,-77.13009841
38.95820804,-77.13227481
38.96008913,-77.1336381
38.96010994,-77.13379993
38.96368737,-77.13754422
38.96739411,-77.14222655
38.97019539,-77.14779313
38.97051738,-77.15455851
38.97125724,-77.16126481
38.97245694,-77.16646199
38.97252926,-77.1704221
38.9725293,-77.17055275
38.9728809,-77.17706088
38.97288233,-77.17723715
38.97218508,-77.18262777
38.97216808,-77.18276074
38.97207587,-77.18768545
38.97216952,-77.19462463
38.9751889,-77.20033868
38.97791209,-77.20628323
38.97782696,-77.21342213
38.9787592,-77.221008
38.98167062,-77.22674171
38.99913091,-77.24828988
39.00670864,-77.25468189
39.02612775,-77.27183996
39.03813611,-77.28245348
39.04100851,-77.28788389
39.04350004,-77.29419429
39.04588188,-77.30063742
39.0479237,-77.30680757
39.04962188,-77.31266678
39.05162814,-77.3195008
39.05348018,-77.32411902
39.05780673,-77.33494849
39.05792693,-77.33681429
39.05611758,-77.34210483
39.05469243,-77.34886738
39.05418312,-77.3558618
39.05371397,-77.36226252
39.05424659,-77.36902979
39.05476371,-77.37517318
39.05529846,-77.38154288
39.05570407,-77.38854477
39.05610153,-77.39560599
39.05648691,-77.40261859
39.05672752,-77.40690025
39.05397337,-77.41065395
39.05080255,-77.41454111
39.04450216,-77.42226012
39.0400528,-77.42772904
39.03511689,-77.43377135
39.03162914,-77.4346982
39.02839399,-77.43668593
39.02547855,-77.43861863
39.02338276,-77.44079589
39.01932117,-77.44467874
39.0190756,-77.44517871
39.01691743,-77.44679705
39.01449216,-77.44845709
39.01206275,-77.45011947
39.01006819,-77.45196384
39.00827418,-77.45425081
39.00647769,-77.45653424
39.00623025,-77.45980826
39.00621992,-77.46014959
39.00550267,-77.46094027
