39.00435713,-77.46160319
39.00185504,-77.46306661
38.9994421,-77.46400299
38.99664838,-77.46393069
38.99533936,-77.46433667
38.99522247,-77.46438842
38.99376536,-77.46481104
38.99113631,-77.46378768
38.98850755,-77.46274993
38.98733638,-77.46185029
38.98600527,-77.46070564
38.98456097,-77.4596935
38.98334679,-77.45884372
38.98296318,-77.45715303
38.98269814,-77.45542113
38.98266046,-77.45450541
38.98265492,-77.4529172
38.98257751,-77.45227808
38.98190439,-77.45783399
38.98069216,-77.45698571
38.9792474,-77.45597318
38.97838441,-77.45470199
38.97765487,-77.453199
38.976924,-77.45169712
38.97635668,-77.45052964
38.97562633,-77.44902698
38.97489563,-77.4475252
38.97387669,-77.44641815
38.97269577,-77.44549705
38.971517,-77.44457568
38.97037549,-77.44368456
38.9695343,-77.44302823
38.96887969,-77.44222299
38.96813546,-77.44074511
38.96730257,-77.43934711
38.9668721,-77.43767389
38.96641253,-77.43602416
38.9659176,-77.43442936
38.96558487,-77.43268394
38.96513653,-77.43126193
38.96495139,-77.43069352
38.96510773,-77.4302517
38.96589901,-77.42909087
38.96635897,-77.42841531
38.96404408,-77.43026329
38.96286125,-77.43016239
38.96134359,-77.43022272
38.96057014,-77.43039805
38.96060989,-77.43037783
38.95834552,-77.42939936
38.95771071,-77.42853494
38.95730987,-77.42803148
38.95998404,-77.43167188
38.9590016,-77.4318876
38.95802278,-77.4319043
38.95664903,-77.4319296
38.95527283,-77.43195383
38.95389597,-77.43197811
38.95252042,-77.43200335
38.95126469,-77.43205782
38.94989346,-77.43158001
38.94891318,-77.43035359
38.94808235,-77.42917647
39.00640502,-77.25484187
39.00271727,-77.25649449
39.00033324,-77.25665794
38.9978364,-77.25601231
38.99508856,-77.25526996
38.99311412,-77.25434873
38.99003973,-77.25318385
38.98754963,-77.25053553
38.98567736,-77.25055458
38.97834872,-77.24951198
38.97793379,-77.24945391
38.97612642,-77.25346715
38.97513462,-77.25552838
38.97420075,-77.25995526
38.97234884,-77.26370048
38.97165546,-77.2669044
38.97179347,-77.26994824
38.97129122,-77.27432257
38.97085007,-77.27634606
38.97070097,-77.27839608
38.97034179,-77.28014232
38.96926061,-77.28090213
38.96886649,-77.28336782
38.96818331,-77.28528219
38.96756884,-77.2866277
38.96656911,-77.28778956
39.05229173,-77.3628545
39.04952544,-77.36283635
39.04755251,-77.36372218
39.04620418,-77.36432672
39.04445459,-77.36401419
39.04295095,-77.36320794
39.04272846,-77.36304635
39.03937902,-77.36335594
39.03788176,-77.3643407
39.03603036,-77.36464689
39.03408781,-77.36458114
39.03252773,-77.36397939
39.0313844,-77.36316047
39.03009846,-77.36430947
39.02973624,-77.36583797
39.02907023,-77.36737013
39.02769041,-77.36838286
39.02638577,-77.36837645
39.02513775,-77.36837014
39.02368507,-77.36913153
39.02236531,-77.36885695
39.02086714,-77.36857363
39.01920854,-77.36829834
39.01783534,-77.36845442
39.01626851,-77.36901715
39.01479236,-77.36948174
39.045697,-77.27547184
39.04517324,-77.27337218
39.04366706,-77.27036394
39.04227749,-77.2675823
39.04387752,-77.26521705
39.04387752,-77.26521705
39.04330666,-77.26200219
39.04378753,-77.26043105
39.04816854,-77.28041059
39.05177809,-77.28514621
39.05501608,-77.29051276
39.05818961,-77.29502212
39.05932752,-77.29870767
39.0598125,-77.30266968
39.06002204,-77.30670566
39.05915008,-77.31198189
39.06251204,-77.31840091
39.06498571,-77.32049306
39.0667761,-77.32279145
39.06854423,-77.32556848
39.06880506,-77.32880982
39.0686511,-77.33253579
39.06905681,-77.33602553
39.0694864,-77.33974068
