TagName,DateTime,Value,Unit
PI1995_Level.PV,12/16/2023 11:15,3.988500118,ft
PI1995_Level.PV,12/16/2023 11:15,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:15,3.969000101,ft
PI1995_Level.PV,12/16/2023 11:16,3.979500055,ft
PI1995_Level.PV,12/16/2023 11:16,3.96600008,ft
PI1995_Level.PV,12/16/2023 11:16,3.974999905,ft
PI1995_Level.PV,12/16/2023 11:16,3.969000101,ft
PI1995_Level.PV,12/16/2023 11:16,3.974999905,ft
PI1995_Level.PV,12/16/2023 11:16,3.982500076,ft
PI1995_Level.PV,12/16/2023 11:16,3.985500097,ft
PI1995_Level.PV,12/16/2023 11:16,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:16,3.980999947,ft
PI1995_Level.PV,12/16/2023 11:16,3.979500055,ft
PI1995_Level.PV,12/16/2023 11:16,3.985500097,ft
PI1995_Level.PV,12/16/2023 11:16,3.982500076,ft
PI1995_Level.PV,12/16/2023 11:17,3.980999947,ft
PI1995_Level.PV,12/16/2023 11:17,3.970499992,ft
PI1995_Level.PV,12/16/2023 11:17,3.977999926,ft
PI1995_Level.PV,12/16/2023 11:17,3.980999947,ft
PI1995_Level.PV,12/16/2023 11:17,3.988500118,ft
PI1995_Level.PV,12/16/2023 11:17,3.991499901,ft
PI1995_Level.PV,12/16/2023 11:17,3.985500097,ft
PI1995_Level.PV,12/16/2023 11:17,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:17,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:17,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:17,3.988500118,ft
PI1995_Level.PV,12/16/2023 11:17,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:18,3.982500076,ft
PI1995_Level.PV,12/16/2023 11:18,3.979500055,ft
PI1995_Level.PV,12/16/2023 11:18,3.976500034,ft
PI1995_Level.PV,12/16/2023 11:18,3.976500034,ft
PI1995_Level.PV,12/16/2023 11:18,3.983999968,ft
PI1995_Level.PV,12/16/2023 11:18,3.980999947,ft
PI1995_Level.PV,12/16/2023 11:18,3.994499922,ft
PI1995_Level.PV,12/16/2023 11:18,3.988500118,ft
PI1995_Level.PV,12/16/2023 11:18,3.977999926,ft
PI1995_Level.PV,12/16/2023 11:18,3.982500076,ft
PI1995_Level.PV,12/16/2023 11:18,3.985500097,ft
PI1995_Level.PV,12/16/2023 11:18,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:19,3.982500076,ft
PI1995_Level.PV,12/16/2023 11:19,3.985500097,ft
PI1995_Level.PV,12/16/2023 11:19,4.001999855,ft
PI1995_Level.PV,12/16/2023 11:19,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:19,4.000500202,ft
PI1995_Level.PV,12/16/2023 11:19,3.999000072,ft
PI1995_Level.PV,12/16/2023 11:19,3.996000051,ft
PI1995_Level.PV,12/16/2023 11:19,3.988500118,ft
PI1995_Level.PV,12/16/2023 11:19,3.977999926,ft
PI1995_Level.PV,12/16/2023 11:19,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:19,4.000500202,ft
PI1995_Level.PV,12/16/2023 11:19,3.997499943,ft
PI1995_Level.PV,12/16/2023 11:20,3.999000072,ft
PI1995_Level.PV,12/16/2023 11:20,3.982500076,ft
PI1995_Level.PV,12/16/2023 11:20,3.970499992,ft
PI1995_Level.PV,12/16/2023 11:20,3.969000101,ft
PI1995_Level.PV,12/16/2023 11:20,3.979500055,ft
PI1995_Level.PV,12/16/2023 11:20,3.977999926,ft
PI1995_Level.PV,12/16/2023 11:20,3.980999947,ft
PI1995_Level.PV,12/16/2023 11:20,3.994499922,ft
PI1995_Level.PV,12/16/2023 11:20,4.000500202,ft
PI1995_Level.PV,12/16/2023 11:20,4.005000114,ft
PI1995_Level.PV,12/16/2023 11:20,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:20,3.988500118,ft
PI1995_Level.PV,12/16/2023 11:21,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:21,3.991499901,ft
PI1995_Level.PV,12/16/2023 11:21,3.99000001,ft
PI1995_Level.PV,12/16/2023 11:21,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:21,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:21,3.979500055,ft
PI1995_Level.PV,12/16/2023 11:21,3.977999926,ft
PI1995_Level.PV,12/16/2023 11:21,3.985500097,ft
PI1995_Level.PV,12/16/2023 11:21,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:21,3.977999926,ft
PI1995_Level.PV,12/16/2023 11:21,3.971999884,ft
PI1995_Level.PV,12/16/2023 11:21,3.961499929,ft
PI1995_Level.PV,12/16/2023 11:22,3.977999926,ft
PI1995_Level.PV,12/16/2023 11:22,3.983999968,ft
PI1995_Level.PV,12/16/2023 11:22,3.99000001,ft
PI1995_Level.PV,12/16/2023 11:22,3.991499901,ft
PI1995_Level.PV,12/16/2023 11:22,3.994499922,ft
PI1995_Level.PV,12/16/2023 11:22,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:22,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:22,3.99000001,ft
PI1995_Level.PV,12/16/2023 11:22,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:22,4.005000114,ft
PI1995_Level.PV,12/16/2023 11:22,3.999000072,ft
PI1995_Level.PV,12/16/2023 11:22,3.994499922,ft
PI1995_Level.PV,12/16/2023 11:23,3.997499943,ft
PI1995_Level.PV,12/16/2023 11:23,3.994499922,ft
PI1995_Level.PV,12/16/2023 11:23,3.994499922,ft
PI1995_Level.PV,12/16/2023 11:23,4.003499985,ft
PI1995_Level.PV,12/16/2023 11:23,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:23,3.976500034,ft
PI1995_Level.PV,12/16/2023 11:23,3.982500076,ft
PI1995_Level.PV,12/16/2023 11:23,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:23,3.988500118,ft
PI1995_Level.PV,12/16/2023 11:23,4.005000114,ft
PI1995_Level.PV,12/16/2023 11:23,4.003499985,ft
PI1995_Level.PV,12/16/2023 11:23,3.988500118,ft
PI1995_Level.PV,12/16/2023 11:24,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:24,3.99000001,ft
PI1995_Level.PV,12/16/2023 11:24,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:24,3.99000001,ft
PI1995_Level.PV,12/16/2023 11:24,3.99000001,ft
PI1995_Level.PV,12/16/2023 11:24,3.99000001,ft
PI1995_Level.PV,12/16/2023 11:24,3.985500097,ft
PI1995_Level.PV,12/16/2023 11:24,4.000500202,ft
PI1995_Level.PV,12/16/2023 11:24,4.000500202,ft
PI1995_Level.PV,12/16/2023 11:24,4.007999897,ft
PI1995_Level.PV,12/16/2023 11:24,4.009500027,ft
PI1995_Level.PV,12/16/2023 11:24,4.013999939,ft
PI1995_Level.PV,12/16/2023 11:25,4.003499985,ft
PI1995_Level.PV,12/16/2023 11:25,4.000500202,ft
PI1995_Level.PV,12/16/2023 11:25,3.996000051,ft
PI1995_Level.PV,12/16/2023 11:25,4.000500202,ft
PI1995_Level.PV,12/16/2023 11:25,3.985500097,ft
PI1995_Level.PV,12/16/2023 11:25,3.982500076,ft
PI1995_Level.PV,12/16/2023 11:25,3.997499943,ft
PI1995_Level.PV,12/16/2023 11:25,4.005000114,ft
PI1995_Level.PV,12/16/2023 11:25,4.003499985,ft
PI1995_Level.PV,12/16/2023 11:25,3.996000051,ft
PI1995_Level.PV,12/16/2023 11:25,4.003499985,ft
PI1995_Level.PV,12/16/2023 11:25,4.009500027,ft
PI1995_Level.PV,12/16/2023 11:26,4.003499985,ft
PI1995_Level.PV,12/16/2023 11:26,3.999000072,ft
PI1995_Level.PV,12/16/2023 11:26,3.999000072,ft
PI1995_Level.PV,12/16/2023 11:26,4.005000114,ft
PI1995_Level.PV,12/16/2023 11:26,3.994499922,ft
PI1995_Level.PV,12/16/2023 11:26,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:26,4.011000156,ft
PI1995_Level.PV,12/16/2023 11:26,3.996000051,ft
PI1995_Level.PV,12/16/2023 11:26,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:26,3.986999989,ft
PI1995_Level.PV,12/16/2023 11:26,3.991499901,ft
PI1995_Level.PV,12/16/2023 11:26,3.994499922,ft
PI1995_Level.PV,12/16/2023 11:27,4.001999855,ft
PI1995_Level.PV,12/16/2023 11:27,3.999000072,ft
PI1995_Level.PV,12/16/2023 11:27,3.994499922,ft
PI1995_Level.PV,12/16/2023 11:27,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:27,3.996000051,ft
PI1995_Level.PV,12/16/2023 11:27,4.001999855,ft
PI1995_Level.PV,12/16/2023 11:27,4.000500202,ft
PI1995_Level.PV,12/16/2023 11:27,4.006499767,ft
PI1995_Level.PV,12/16/2023 11:27,4.011000156,ft
PI1995_Level.PV,12/16/2023 11:27,4.001999855,ft
PI1995_Level.PV,12/16/2023 11:27,4.005000114,ft
PI1995_Level.PV,12/16/2023 11:27,3.996000051,ft
PI1995_Level.PV,12/16/2023 11:28,4.000500202,ft
PI1995_Level.PV,12/16/2023 11:28,4.005000114,ft
PI1995_Level.PV,12/16/2023 11:28,4.005000114,ft
PI1995_Level.PV,12/16/2023 11:28,3.994499922,ft
PI1995_Level.PV,12/16/2023 11:28,3.991499901,ft
PI1995_Level.PV,12/16/2023 11:28,3.99000001,ft
PI1995_Level.PV,12/16/2023 11:28,3.988500118,ft
PI1995_Level.PV,12/16/2023 11:28,3.99000001,ft
PI1995_Level.PV,12/16/2023 11:28,3.997499943,ft
PI1995_Level.PV,12/16/2023 11:28,3.980999947,ft
PI1995_Level.PV,12/16/2023 11:28,3.99000001,ft
PI1995_Level.PV,12/16/2023 11:28,3.996000051,ft
PI1995_Level.PV,12/16/2023 11:29,4.000500202,ft
PI1995_Level.PV,12/16/2023 11:29,4.000500202,ft
PI1995_Level.PV,12/16/2023 11:29,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:29,3.999000072,ft
PI1995_Level.PV,12/16/2023 11:29,3.994499922,ft
PI1995_Level.PV,12/16/2023 11:29,4.009500027,ft
PI1995_Level.PV,12/16/2023 11:29,4.006499767,ft
PI1995_Level.PV,12/16/2023 11:29,3.999000072,ft
PI1995_Level.PV,12/16/2023 11:29,4.003499985,ft
PI1995_Level.PV,12/16/2023 11:29,3.99000001,ft
PI1995_Level.PV,12/16/2023 11:29,3.991499901,ft
PI1995_Level.PV,12/16/2023 11:29,3.993000031,ft
PI1995_Level.PV,12/16/2023 11:30,3.999000072,ft
PI1995_Level.PV,12/16/2023 11:30,4.003499985,ft
PI1995_Level.PV,12/16/2023 11:30,4.007999897,ft
PI1995_Level.PV,12/16/2023 11:30,3.999000072,ft
PI1995_Level.PV,12/16/2023 11:30,4.007999897,ft
PI1995_Level.PV,12/16/2023 11:30,4.007999897,ft
PI1995_Level.PV,12/16/2023 11:30,4.015500069,ft
PI1995_Level.PV,12/16/2023 11:30,4.005000114,ft
PI1995_Level.PV,12/16/2023 11:30,4.006499767,ft
PI1995_Level.PV,12/16/2023 11:30,3.999000072,ft
PI1995_Level.PV,12/16/2023 11:30,3.991499901,ft
PI1995_Level.PV,12/16/2023 11:30,3.99000001,ft
PI1995_Level.PV,12/16/2023 11:31,3.991499901,ft
PI1995_Level.PV,12/16/2023 11:31,3.994499922,ft
PI1995_Level.PV,12/16/2023 11:31,4.005000114,ft
PI1995_Level.PV,12/16/2023 11:31,4.009500027,ft
PI1995_Level.PV,12/16/2023 11:31,4.012499809,ft
PI1995_Level.PV,12/16/2023 11:31,4.011000156,ft
PI1995_Level.PV,12/16/2023 11:31,4.006499767,ft
PI1995_Level.PV,12/16/2023 11:31,4.003499985,ft
PI1995_Level.PV,12/16/2023 11:31,4.005000114,ft
PI1995_Level.PV,12/16/2023 11:31,4.005000114,ft
PI1995_Level.PV,12/16/2023 11:31,4.007999897,ft
PI1995_Level.PV,12/16/2023 11:31,4.012499809,ft
PI1995_Level.PV,12/16/2023 11:32,4.007999897,ft
PI1995_Level.PV,12/16/2023 11:32,4.003499985,ft
PI1995_Level.PV,12/16/2023 11:32,4.007999897,ft
PI1995_Level.PV,12/16/2023 11:32,4.015500069,ft
PI1995_Level.PV,12/16/2023 11:32,4.021500111,ft
PI1995_Level.PV,12/16/2023 11:32,4.012499809,ft
PI1995_Level.PV,12/16/2023 11:32,4.021500111,ft
PI1995_Level.PV,12/16/2023 11:32,4.017000198,ft
PI1995_Level.PV,12/16/2023 11:32,4.021500111,ft
PI1995_Level.PV,12/16/2023 11:32,4.018499851,ft
PI1995_Level.PV,12/16/2023 11:32,4.024499893,ft
PI1995_Level.PV,12/16/2023 11:32,4.011000156,ft
PI1995_Level.PV,12/16/2023 11:33,4.012499809,ft
PI1995_Level.PV,12/16/2023 11:33,4.015500069,ft
PI1995_Level.PV,12/16/2023 11:33,4.006499767,ft
PI1995_Level.PV,12/16/2023 11:33,4.013999939,ft
PI1995_Level.PV,12/16/2023 11:33,4.018499851,ft
PI1995_Level.PV,12/16/2023 11:33,4.012499809,ft
PI1995_Level.PV,12/16/2023 11:33,4.015500069,ft
PI1995_Level.PV,12/16/2023 11:33,4.007999897,ft
PI1995_Level.PV,12/16/2023 11:33,4.001999855,ft
PI1995_Level.PV,12/16/2023 11:33,4.006499767,ft
PI1995_Level.PV,12/16/2023 11:33,4.015500069,ft
PI1995_Level.PV,12/16/2023 11:33,4.021500111,ft
PI1995_Level.PV,12/16/2023 11:34,4.019999981,ft
PI1995_Level.PV,12/16/2023 11:34,4.026000023,ft
PI1995_Level.PV,12/16/2023 11:34,4.018499851,ft
PI1995_Level.PV,12/16/2023 11:34,4.009500027,ft
PI1995_Level.PV,12/16/2023 11:34,4.012499809,ft
PI1995_Level.PV,12/16/2023 11:34,4.007999897,ft
PI1995_Level.PV,12/16/2023 11:34,4.015500069,ft
PI1995_Level.PV,12/16/2023 11:34,4.013999939,ft
PI1995_Level.PV,12/16/2023 11:34,4.021500111,ft
PI1995_Level.PV,12/16/2023 11:34,4.022999763,ft
PI1995_Level.PV,12/16/2023 11:34,4.019999981,ft
PI1995_Level.PV,12/16/2023 11:34,4.021500111,ft
PI1995_Level.PV,12/16/2023 11:35,4.022999763,ft
PI1995_Level.PV,12/16/2023 11:35,4.019999981,ft
PI1995_Level.PV,12/16/2023 11:35,4.021500111,ft
PI1995_Level.PV,12/16/2023 11:35,4.022999763,ft
PI1995_Level.PV,12/16/2023 11:35,4.015500069,ft
PI1995_Level.PV,12/16/2023 11:35,4.019999981,ft
PI1995_Level.PV,12/16/2023 11:35,4.017000198,ft
PI1995_Level.PV,12/16/2023 11:35,4.017000198,ft
PI1995_Level.PV,12/16/2023 11:35,4.024499893,ft
PI1995_Level.PV,12/16/2023 11:35,4.022999763,ft
PI1995_Level.PV,12/16/2023 11:35,4.011000156,ft
PI1995_Level.PV,12/16/2023 11:35,4.018499851,ft
PI1995_Level.PV,12/16/2023 11:36,4.009500027,ft
PI1995_Level.PV,12/16/2023 11:36,4.011000156,ft
PI1995_Level.PV,12/16/2023 11:36,4.017000198,ft
PI1995_Level.PV,12/16/2023 11:36,4.026000023,ft
PI1995_Level.PV,12/16/2023 11:36,4.007999897,ft
PI1995_Level.PV,12/16/2023 11:36,4.009500027,ft
PI1995_Level.PV,12/16/2023 11:36,4.015500069,ft
PI1995_Level.PV,12/16/2023 11:36,4.034999847,ft
PI1995_Level.PV,12/16/2023 11:36,4.027500153,ft
PI1995_Level.PV,12/16/2023 11:36,4.028999805,ft
PI1995_Level.PV,12/16/2023 11:36,4.033500195,ft
PI1995_Level.PV,12/16/2023 11:36,4.017000198,ft
PI1995_Level.PV,12/16/2023 11:37,4.019999981,ft
PI1995_Level.PV,12/16/2023 11:37,4.026000023,ft
PI1995_Level.PV,12/16/2023 11:37,4.019999981,ft
PI1995_Level.PV,12/16/2023 11:37,4.024499893,ft
PI1995_Level.PV,12/16/2023 11:37,4.018499851,ft
PI1995_Level.PV,12/16/2023 11:37,4.021500111,ft
PI1995_Level.PV,12/16/2023 11:37,4.026000023,ft
PI1995_Level.PV,12/16/2023 11:37,4.022999763,ft
PI1995_Level.PV,12/16/2023 11:37,4.027500153,ft
PI1995_Level.PV,12/16/2023 11:37,4.019999981,ft
PI1995_Level.PV,12/16/2023 11:37,4.026000023,ft
PI1995_Level.PV,12/16/2023 11:37,4.030499935,ft
PI1995_Level.PV,12/16/2023 11:38,4.036499977,ft
PI1995_Level.PV,12/16/2023 11:38,4.021500111,ft
PI1995_Level.PV,12/16/2023 11:38,4.015500069,ft
PI1995_Level.PV,12/16/2023 11:38,4.021500111,ft
PI1995_Level.PV,12/16/2023 11:38,4.022999763,ft
PI1995_Level.PV,12/16/2023 11:38,4.022999763,ft
PI1995_Level.PV,12/16/2023 11:38,4.021500111,ft
PI1995_Level.PV,12/16/2023 11:38,4.030499935,ft
PI1995_Level.PV,12/16/2023 11:38,4.028999805,ft
PI1995_Level.PV,12/16/2023 11:38,4.032000065,ft
PI1995_Level.PV,12/16/2023 11:38,4.034999847,ft
PI1995_Level.PV,12/16/2023 11:38,4.042500019,ft
PI1995_Level.PV,12/16/2023 11:39,4.040999889,ft
PI1995_Level.PV,12/16/2023 11:39,4.042500019,ft
PI1995_Level.PV,12/16/2023 11:39,4.039500237,ft
PI1995_Level.PV,12/16/2023 11:39,4.044000149,ft
PI1995_Level.PV,12/16/2023 11:39,4.034999847,ft
PI1995_Level.PV,12/16/2023 11:39,4.034999847,ft
PI1995_Level.PV,12/16/2023 11:39,4.040999889,ft
PI1995_Level.PV,12/16/2023 11:39,4.030499935,ft
PI1995_Level.PV,12/16/2023 11:39,4.030499935,ft
PI1995_Level.PV,12/16/2023 11:39,4.038000107,ft
PI1995_Level.PV,12/16/2023 11:39,4.026000023,ft
PI1995_Level.PV,12/16/2023 11:39,4.018499851,ft
PI1995_Level.PV,12/16/2023 11:40,4.038000107,ft
PI1995_Level.PV,12/16/2023 11:40,4.040999889,ft
PI1995_Level.PV,12/16/2023 11:40,4.039500237,ft
PI1995_Level.PV,12/16/2023 11:40,4.030499935,ft
PI1995_Level.PV,12/16/2023 11:40,4.028999805,ft
PI1995_Level.PV,12/16/2023 11:40,4.024499893,ft
PI1995_Level.PV,12/16/2023 11:40,4.026000023,ft
PI1995_Level.PV,12/16/2023 11:40,4.015500069,ft
PI1995_Level.PV,12/16/2023 11:40,4.026000023,ft
PI1995_Level.PV,12/16/2023 11:40,4.024499893,ft
PI1995_Level.PV,12/16/2023 11:40,4.022999763,ft
PI1995_Level.PV,12/16/2023 11:40,4.036499977,ft
PI1995_Level.PV,12/16/2023 11:41,4.032000065,ft
PI1995_Level.PV,12/16/2023 11:41,4.034999847,ft
PI1995_Level.PV,12/16/2023 11:41,4.040999889,ft
PI1995_Level.PV,12/16/2023 11:41,4.040999889,ft
PI1995_Level.PV,12/16/2023 11:41,4.042500019,ft
PI1995_Level.PV,12/16/2023 11:41,4.048500061,ft
PI1995_Level.PV,12/16/2023 11:41,4.033500195,ft
PI1995_Level.PV,12/16/2023 11:41,4.015500069,ft
PI1995_Level.PV,12/16/2023 11:41,4.024499893,ft
PI1995_Level.PV,12/16/2023 11:41,4.034999847,ft
PI1995_Level.PV,12/16/2023 11:41,4.024499893,ft
PI1995_Level.PV,12/16/2023 11:41,4.024499893,ft
PI1995_Level.PV,12/16/2023 11:42,4.030499935,ft
PI1995_Level.PV,12/16/2023 11:42,4.034999847,ft
PI1995_Level.PV,12/16/2023 11:42,4.028999805,ft
PI1995_Level.PV,12/16/2023 11:42,4.030499935,ft
PI1995_Level.PV,12/16/2023 11:42,4.033500195,ft
PI1995_Level.PV,12/16/2023 11:42,4.033500195,ft
PI1995_Level.PV,12/16/2023 11:42,4.039500237,ft
PI1995_Level.PV,12/16/2023 11:42,4.039500237,ft
PI1995_Level.PV,12/16/2023 11:42,4.046999931,ft
PI1995_Level.PV,12/16/2023 11:42,4.046999931,ft
PI1995_Level.PV,12/16/2023 11:42,4.030499935,ft
PI1995_Level.PV,12/16/2023 11:42,4.042500019,ft
PI1995_Level.PV,12/16/2023 11:43,4.045499802,ft
PI1995_Level.PV,12/16/2023 11:43,4.038000107,ft
PI1995_Level.PV,12/16/2023 11:43,4.045499802,ft
PI1995_Level.PV,12/16/2023 11:43,4.051499844,ft
PI1995_Level.PV,12/16/2023 11:43,4.046999931,ft
PI1995_Level.PV,12/16/2023 11:43,4.046999931,ft
PI1995_Level.PV,12/16/2023 11:43,4.048500061,ft
PI1995_Level.PV,12/16/2023 11:43,4.042500019,ft
PI1995_Level.PV,12/16/2023 11:43,4.050000191,ft
PI1995_Level.PV,12/16/2023 11:43,4.045499802,ft
PI1995_Level.PV,12/16/2023 11:43,4.044000149,ft
PI1995_Level.PV,12/16/2023 11:43,4.044000149,ft
PI1995_Level.PV,12/16/2023 11:44,4.044000149,ft
PI1995_Level.PV,12/16/2023 11:44,4.040999889,ft
PI1995_Level.PV,12/16/2023 11:44,4.042500019,ft
PI1995_Level.PV,12/16/2023 11:44,4.050000191,ft
PI1995_Level.PV,12/16/2023 11:44,4.042500019,ft
PI1995_Level.PV,12/16/2023 11:44,4.040999889,ft
PI1995_Level.PV,12/16/2023 11:44,4.046999931,ft
PI1995_Level.PV,12/16/2023 11:44,4.054500103,ft
PI1995_Level.PV,12/16/2023 11:44,4.045499802,ft
PI1995_Level.PV,12/16/2023 11:44,4.044000149,ft
PI1995_Level.PV,12/16/2023 11:44,4.042500019,ft
PI1995_Level.PV,12/16/2023 11:44,4.051499844,ft
PI1995_Level.PV,12/16/2023 11:45,4.054500103,ft
PI1995_Level.PV,12/16/2023 11:45,4.050000191,ft
PI1995_Level.PV,12/16/2023 11:45,4.046999931,ft
PI1995_Level.PV,12/16/2023 11:45,4.040999889,ft
PI1995_Level.PV,12/16/2023 11:45,4.042500019,ft
PI1995_Level.PV,12/16/2023 11:45,4.051499844,ft
PI1995_Level.PV,12/16/2023 11:45,4.033500195,ft
PI1995_Level.PV,12/16/2023 11:45,4.036499977,ft
PI1995_Level.PV,12/16/2023 11:45,4.040999889,ft
PI1995_Level.PV,12/16/2023 11:45,4.045499802,ft
PI1995_Level.PV,12/16/2023 11:45,4.051499844,ft
PI1995_Level.PV,12/16/2023 11:45,4.042500019,ft
PI1995_Level.PV,12/16/2023 11:46,4.028999805,ft
PI1995_Level.PV,12/16/2023 11:46,4.034999847,ft
PI1995_Level.PV,12/16/2023 11:46,4.054500103,ft
PI1995_Level.PV,12/16/2023 11:46,4.046999931,ft
PI1995_Level.PV,12/16/2023 11:46,4.051499844,ft
PI1995_Level.PV,12/16/2023 11:46,4.066500187,ft
PI1995_Level.PV,12/16/2023 11:46,4.050000191,ft
PI1995_Level.PV,12/16/2023 11:46,4.036499977,ft
PI1995_Level.PV,12/16/2023 11:46,4.040999889,ft
PI1995_Level.PV,12/16/2023 11:46,4.036499977,ft
PI1995_Level.PV,12/16/2023 11:46,4.052999973,ft
PI1995_Level.PV,12/16/2023 11:46,4.054500103,ft
PI1995_Level.PV,12/16/2023 11:47,4.045499802,ft
PI1995_Level.PV,12/16/2023 11:47,4.045499802,ft
